Recency,Frequency,Monetary,Cluster
11,15,260385.0,0
17,125,2170000.0,0
49,29,503469.0,0
239,35,607670.0,1
1,409,7101876.0,3
13,465,8074725.0,3
238,33,573111.0,1
23,124,2153632.0,0
73,33,573210.0,0
17,86,1493906.0,0
41,251,4360372.0,0
40,57,990261.0,0
219,28,486472.0,1
190,71,1233625.0,1
71,24,417024.0,0
24,405,7037685.0,3
11,78,1355562.0,0
9,110,1911910.0,0
65,2,34764.0,0
4,49,851767.0,0
19,15,260760.0,0
15,45,782325.0,0
8,28,486808.0,0
20,76,1321412.0,0
78,15,260820.0,0
1,224,3895136.0,0
164,3,52173.0,1
307,56,973952.0,1
219,4,69576.0,1
39,27,469692.0,0
22,89,1548333.0,0
115,38,661124.0,0
126,206,3584400.0,0
5,59,1026718.0,0
36,32,556896.0,0
4,201,3498204.0,0
1,94,1636070.0,0
330,114,1984284.0,1
163,2,34816.0,1
185,13,226317.0,1
16,64,1114240.0,0
12,43,748673.0,0
3,66,1149192.0,0
44,6,104484.0,0
80,14,243810.0,0
30,271,4719736.0,3
42,30,522540.0,0
11,208,3623152.0,0
50,30,522600.0,0
16,135,2351970.0,0
45,28,487844.0,0
19,43,749275.0,0
4,272,4739872.0,3
72,2,34854.0,0
1,343,5977804.0,3
121,42,732018.0,0
33,14,244020.0,0
313,43,749533.0,1
18,48,836736.0,0
88,54,941382.0,0
2,138,2405892.0,0
2,9,156924.0,0
247,19,331322.0,1
148,8,139520.0,1
29,140,2441880.0,0
220,1,17443.0,1
148,135,2354940.0,0
177,9,157014.0,1
40,36,628092.0,0
145,1,17448.0,1
2,278,4850822.0,3
8,350,6107500.0,3
1,107,1867257.0,0
18,19,331607.0,0
192,61,1064694.0,1
204,8,139640.0,1
365,17,296752.0,1
127,19,331683.0,0
15,54,942732.0,0
43,111,1937949.0,0
79,37,646020.0,0
23,106,1850866.0,0
51,28,488936.0,0
16,212,3702156.0,0
158,9,157176.0,1
10,41,716106.0,0
10,5,87340.0,0
16,90,1572210.0,0
45,78,1362660.0,0
191,174,3040128.0,1
79,14,244650.0,0
74,31,541880.0,0
4,83,1450923.0,0
65,21,367143.0,0
261,24,419664.0,1
59,29,507181.0,0
1,86,1504140.0,0
1,110,1924010.0,0
248,12,209904.0,1
8,27,472365.0,0
359,10,174960.0,1
76,17,297466.0,0
290,40,699960.0,1
17,5,87500.0,0
221,18,315018.0,1
9,28,490056.0,0
3,38,665114.0,0
206,140,2450560.0,1
162,52,910260.0,1
70,16,280096.0,0
262,88,1540616.0,1
281,22,385176.0,1
58,367,6425803.0,3
25,20,350200.0,0
3,1076,18841836.0,3
29,106,1856272.0,0
72,6,105078.0,0
128,40,700560.0,0
31,87,1523805.0,0
15,135,2364660.0,0
309,11,192687.0,1
17,83,1454077.0,0
54,30,525600.0,0
24,46,805966.0,0
2,73,1279106.0,0
11,33,578259.0,0
361,6,105144.0,1
360,9,157725.0,1
1,23,403098.0,0
54,49,858823.0,0
1,260,4557280.0,3
1,390,6836700.0,3
121,15,262965.0,0
54,9,157806.0,0
280,13,227955.0,1
177,3,52608.0,1
30,74,1297738.0,0
26,9,157842.0,0
9,26,456040.0,0
270,25,438550.0,1
43,141,2473845.0,0
372,2,35094.0,1
218,17,298316.0,1
24,6,105294.0,0
197,42,737100.0,1
359,39,684489.0,1
43,51,895152.0,0
130,2,35106.0,0
1,88,1544752.0,0
20,105,1843275.0,0
206,6,105336.0,1
14,34,596938.0,0
95,27,474120.0,0
19,45,790245.0,0
14,64,1123968.0,0
24,49,860636.0,0
8,142,2494372.0,0
7,177,3109359.0,0
332,29,509501.0,1
50,271,4761741.0,3
71,12,210864.0,0
29,26,456898.0,0
243,8,140592.0,1
8,408,7171008.0,3
191,6,105468.0,1
5,52,914108.0,0
253,45,791100.0,1
1,451,7929031.0,3
236,29,509878.0,1
7,36,633024.0,0
109,208,3657680.0,0
100,23,404524.0,0
60,253,4450017.0,0
2,196,3447640.0,0
73,158,2779378.0,0
4,214,3764902.0,0
85,50,879700.0,0
12,82,1442790.0,0
23,265,4662940.0,3
214,55,967835.0,1
18,13,228800.0,0
239,9,158409.0,1
2,556,9786712.0,3
50,15,264045.0,0
217,63,1109052.0,1
33,56,986048.0,0
41,234,4120506.0,0
4,573,10091103.0,3
53,142,2500904.0,0
23,313,5512869.0,3
57,98,1726172.0,0
130,14,246610.0,0
174,3,52848.0,1
6,67,1180406.0,0
312,74,1303806.0,1
60,4,70480.0,0
21,27,475767.0,0
33,33,581559.0,0
15,50,881200.0,0
18,306,5393250.0,3
81,5,88140.0,0
6,124,2185996.0,0
170,26,458380.0,1
2,39,687609.0,0
31,72,1269576.0,0
36,296,5219664.0,3
9,24,423264.0,0
31,35,617295.0,0
276,7,123473.0,1
87,5,88200.0,0
120,40,705680.0,0
373,8,141144.0,1
1,169,2981836.0,0
219,54,952884.0,1
65,7,123529.0,0
61,92,1623616.0,0
135,53,935397.0,0
21,8,141200.0,0
12,239,4218589.0,0
25,270,4766040.0,3
29,50,882650.0,0
277,22,388388.0,1
11,93,1641915.0,0
73,82,1447792.0,0
11,23,406134.0,0
4,161,2843099.0,0
141,38,671080.0,0
26,90,1589670.0,0
19,43,759552.0,0
4,18,317988.0,0
66,117,2067039.0,0
1,15,265020.0,0
43,68,1201492.0,0
228,11,194370.0,1
16,61,1077931.0,0
44,115,2032280.0,0
1,219,3870387.0,0
74,27,477198.0,0
1,721,12743675.0,3
4,78,1378728.0,0
2,320,5656640.0,3
264,16,282848.0,1
53,30,530370.0,0
24,11,194480.0,0
10,119,2104158.0,0
44,15,265260.0,0
17,127,2245995.0,0
7,286,5058196.0,3
30,254,4493260.0,0
358,19,336129.0,1
127,47,831524.0,0
136,18,318474.0,0
142,15,265410.0,0
132,35,619325.0,0
38,126,2229696.0,0
236,19,336243.0,1
261,8,141584.0,1
17,146,2584200.0,0
253,24,424824.0,1
30,80,1416160.0,0
35,55,973665.0,0
169,31,548824.0,1
3,108,1912140.0,0
4,395,6993870.0,3
185,5,88535.0,1
188,34,602072.0,1
170,7,123963.0,1
11,23,407353.0,0
45,29,513648.0,0
321,10,177140.0,1
201,1,17715.0,1
23,254,4499864.0,0
232,6,106308.0,1
38,278,4925882.0,3
26,50,886000.0,0
96,120,2126640.0,0
127,10,177230.0,0
58,45,797580.0,0
16,198,3509550.0,0
9,67,1187709.0,0
4,169,2996032.0,0
3,220,3900600.0,0
79,83,1471673.0,0
373,18,319176.0,1
39,35,620655.0,0
54,43,762562.0,0
2,690,12237150.0,3
9,26,461136.0,0
9,10,177370.0,0
19,99,1756062.0,0
12,48,851472.0,0
113,15,266130.0,0
4,137,2430928.0,0
235,8,141968.0,1
100,2,35494.0,0
178,35,621215.0,1
5,184,3266000.0,0
359,1,17752.0,1
1,90,1597860.0,0
1,741,13157937.0,3
19,404,7174232.0,3
17,90,1598310.0,0
22,25,444000.0,0
33,19,337459.0,0
263,1,17763.0,1
51,71,1261244.0,0
159,56,994840.0,1
15,21,373107.0,0
8,98,1741264.0,0
13,307,5455083.0,3
199,38,675260.0,1
57,54,959634.0,0
11,50,888600.0,0
97,154,2737196.0,0
255,3,53325.0,1
25,190,3377630.0,0
21,83,1475657.0,0
159,12,213372.0,1
72,67,1191461.0,0
53,13,231205.0,0
85,68,1209448.0,0
153,128,2276736.0,0
74,5,88940.0,0
281,14,249046.0,1
27,189,3362310.0,0
30,10,177910.0,0
25,52,925236.0,0
180,45,800775.0,1
40,81,1441476.0,0
22,111,1975467.0,0
22,406,7226394.0,3
37,103,1833400.0,0
82,147,2616894.0,0
74,10,178050.0,0
11,43,765658.0,0
16,64,1139776.0,0
4,849,15121539.0,3
13,133,2368996.0,0
14,355,6323615.0,3
37,17,302872.0,0
4,33,587961.0,0
72,49,873131.0,0
191,5,89100.0,1
51,13,231712.0,0
5,215,3832805.0,0
9,82,1461896.0,0
299,30,534870.0,1
2,23,410090.0,0
33,2,35662.0,0
50,61,1087752.0,0
3,59,1052265.0,0
47,24,428064.0,0
42,165,2943105.0,0
27,132,2354616.0,0
42,52,927628.0,0
2,7812,139373892.0,2
303,37,660191.0,1
107,5,89220.0,0
85,1,17846.0,0
81,51,910248.0,0
218,26,464074.0,1
302,309,5515650.0,1
12,24,428448.0,0
185,15,267810.0,1
373,17,303535.0,1
2,17,303552.0,0
3,56,999992.0,0
6,197,3518026.0,0
305,23,410757.0,1
369,52,928720.0,1
3,220,3929420.0,0
324,11,196482.0,1
59,148,2643724.0,0
13,90,1607760.0,0
31,389,6949485.0,3
143,10,178660.0,0
30,70,1250690.0,0
107,40,714760.0,0
2,271,4842770.0,3
205,10,178710.0,1
80,45,804285.0,0
185,47,840078.0,1
170,12,214524.0,1
44,26,464828.0,0
174,6,107274.0,1
365,26,464880.0,1
304,8,143048.0,1
3,142,2539386.0,0
4,113,2020892.0,0
12,53,947905.0,0
32,102,1824372.0,0
129,10,178870.0,0
19,79,1413152.0,0
212,20,357780.0,1
323,91,1627990.0,1
162,34,608294.0,1
56,28,500976.0,0
225,15,268395.0,1
72,192,3435648.0,0
44,15,268425.0,0
23,2,35792.0,0
173,109,1950773.0,1
85,28,501144.0,0
159,31,554869.0,1
165,11,196900.0,1
29,19,340119.0,0
21,35,626640.0,0
71,33,590865.0,0
247,12,214872.0,1
374,54,967032.0,1
9,39,698529.0,0
310,39,698568.0,1
59,58,1038954.0,0
4,75,1343550.0,0
45,92,1648364.0,0
88,23,412137.0,0
4,665,11916800.0,3
64,142,2544782.0,0
282,1,17923.0,1
1,38,681112.0,0
373,1,17925.0,1
133,21,376446.0,0
45,23,412344.0,0
11,6,107574.0,0
36,39,699270.0,0
134,65,1165515.0,0
29,90,1613880.0,0
52,21,376614.0,0
138,29,520115.0,0
5,72,1291392.0,0
9,43,771291.0,0
160,12,215268.0,1
49,22,394680.0,0
131,2,35882.0,0
8,2,35884.0,0
233,20,358920.0,1
37,9,161523.0,0
147,1,17948.0,1
1,79,1417971.0,0
72,72,1292400.0,0
40,21,376971.0,0
5,481,8635874.0,3
199,19,341145.0,1
249,1,17956.0,1
66,31,556667.0,0
117,7,125706.0,0
171,26,466960.0,1
21,249,4472289.0,0
142,34,610708.0,0
32,98,1760472.0,0
38,325,5838625.0,3
38,68,1221688.0,0
372,42,754614.0,1
374,81,1455408.0,1
166,14,251566.0,1
211,29,521130.0,1
242,30,539160.0,1
52,15,269595.0,0
25,165,2965710.0,0
15,294,5284650.0,3
372,57,1024632.0,1
29,21,377517.0,0
365,12,215736.0,1
36,139,2499081.0,0
166,30,539400.0,1
145,48,863232.0,0
22,21,377685.0,0
56,1,17986.0,0
185,13,233831.0,1
12,39,701532.0,0
237,29,521710.0,1
225,5,89955.0,1
122,82,1475508.0,0
282,2,35990.0,1
74,178,3203466.0,0
37,91,1637909.0,0
12,57,1026057.0,0
362,37,666148.0,1
4,53,954265.0,0
23,22,396132.0,0
70,30,540240.0,0
235,32,576288.0,1
257,14,252140.0,1
373,28,504308.0,1
155,31,558403.0,1
28,30,540420.0,0
4,46,828690.0,0
32,122,2197952.0,0
81,3,54051.0,0
108,29,522522.0,0
52,5,90095.0,0
36,164,2955608.0,0
153,22,396528.0,1
99,21,378567.0,0
4,10,180300.0,0
334,5,90160.0,1
65,33,595089.0,0
22,110,1983740.0,0
36,49,883715.0,0
32,94,1695384.0,0
154,19,342703.0,1
19,19,342760.0,0
12,460,8298860.0,3
54,7,126294.0,0
25,115,2074945.0,0
4,128,2309632.0,0
45,43,775935.0,0
203,7,126336.0,1
359,5,90250.0,1
66,21,379113.0,0
7,361,6517855.0,3
288,19,343064.0,1
10,3,54174.0,0
9,21,379239.0,0
22,46,830806.0,0
173,27,487674.0,1
133,7,126448.0,0
6,138,2492970.0,0
75,10,180660.0,0
40,37,668479.0,0
289,1,18068.0,1
26,459,8293671.0,3
258,25,451775.0,1
155,36,650592.0,1
114,75,1355475.0,0
374,13,234962.0,1
23,153,2765475.0,0
8,223,4031171.0,0
217,29,524262.0,1
45,123,2223717.0,0
19,2,36160.0,0
36,17,307377.0,0
26,70,1265740.0,0
16,2,36168.0,0
330,29,524465.0,1
274,7,126602.0,1
98,7,126609.0,0
61,37,669256.0,0
2,90,1628280.0,0
93,38,687534.0,0
82,70,1266580.0,0
313,21,379995.0,1
12,196,3546816.0,0
8,107,1936379.0,0
127,19,343881.0,0
11,40,724040.0,0
1,433,7838166.0,3
37,38,687952.0,0
38,18,325890.0,0
330,37,669922.0,1
249,19,344052.0,1
2,451,8167159.0,3
19,40,724400.0,0
12,26,470912.0,0
369,1,18113.0,1
290,28,507192.0,1
68,371,6721036.0,3
26,72,1304424.0,0
11,1268,22973624.0,3
368,29,525451.0,1
214,17,308040.0,1
149,31,561751.0,1
8,357,6469554.0,3
24,34,616182.0,0
30,193,3498125.0,0
61,52,942552.0,0
19,46,833842.0,0
243,14,253806.0,1
9,71,1287230.0,0
211,2,36266.0,1
29,20,362700.0,0
63,39,707304.0,0
295,8,145104.0,1
17,162,2938518.0,0
361,1,18141.0,1
151,18,326556.0,1
117,61,1106723.0,0
8,43,780192.0,0
13,221,4010045.0,0
141,10,181460.0,0
46,7,127029.0,0
51,16,290384.0,0
32,37,671550.0,0
135,38,689738.0,0
3,21,381234.0,0
75,28,508340.0,0
13,122,2215032.0,0
9,35,635530.0,0
301,23,417657.0,1
57,39,708240.0,0
10,81,1471041.0,0
31,25,454100.0,0
177,10,181650.0,1
4,43,781181.0,0
176,139,2525352.0,1
61,9,163521.0,0
33,38,690460.0,0
59,56,1017576.0,0
15,197,3579884.0,0
87,31,563363.0,0
7,1,18174.0,0
354,33,599808.0,1
31,74,1345098.0,0
114,99,1799622.0,0
9,90,1636110.0,0
5,119,2163420.0,0
24,41,745421.0,0
218,44,800052.0,1
15,1,18184.0,0
249,17,309145.0,1
15,72,1309536.0,0
78,69,1255041.0,0
192,16,291040.0,1
262,7,127337.0,1
72,45,818640.0,0
151,18,327474.0,1
64,9,163746.0,0
95,139,2529244.0,0
4,166,3020868.0,0
106,30,546000.0,0
200,68,1237736.0,1
157,19,345857.0,1
71,194,3531576.0,0
36,32,582560.0,0
29,8,145672.0,0
2,134,2440140.0,0
26,42,764862.0,0
326,34,619208.0,1
237,15,273195.0,1
89,13,236795.0,0
31,26,473616.0,0
29,31,564727.0,0
206,23,419014.0,1
3,115,2095185.0,0
220,4,72880.0,1
22,65,1184365.0,0
93,19,346218.0,0
2,299,5448677.0,3
264,10,182240.0,1
3,284,5175900.0,3
39,245,4465370.0,0
218,5,91135.0,1
50,32,583296.0,0
12,164,2989556.0,0
9,89,1622470.0,0
192,125,2278875.0,1
82,40,729280.0,0
326,1,18233.0,1
72,104,1896440.0,0
30,49,893564.0,0
3,61,1112457.0,0
219,88,1605032.0,1
46,6,109440.0,0
10,105,1915305.0,0
72,78,1422876.0,0
7,177,3229365.0,0
24,4,72984.0,0
114,49,894152.0,0
17,8,145992.0,0
301,22,401500.0,1
87,16,292016.0,0
51,94,1715688.0,0
89,6,109530.0,0
355,4,73024.0,1
39,123,2245611.0,0
25,42,766878.0,0
173,139,2538140.0,1
43,21,383481.0,0
140,13,237406.0,0
23,62,1132306.0,0
72,46,840190.0,0
134,2,36536.0,0
358,8,146152.0,1
38,13,237510.0,0
3,170,3106240.0,0
2,3,54819.0,0
18,22,402028.0,0
21,16,292416.0,0
58,9,164493.0,0
74,9,164502.0,0
278,10,182800.0,1
181,7,127967.0,1
8,13,237666.0,0
4,721,13182043.0,3
43,70,1280090.0,0
